Date,Sales,Month,Sales.Bil,Deflated,,Year,Inf,Inf.100,Adj.Coeffs,,Sales.Bil.Smoothed,W,,Actual,Predicted,Residual,Lag1
Feb-13,417250,254,417.25,254.8316093,,,,,,,413.524675,,,254.8316093,260.6128,-5.7811907,-8.5390237
Mar-13,414217,255,414.217,252.9792324,,,,,,,413.8708375,,,252.9792324,260.916,-7.9367676,-5.7811907
Apr-13,412268,256,412.268,251.7888985,,,,,,,413.0694187,,,251.7888985,261.2192,-9.4303015,-7.9367676
May-13,414137,257,414.137,252.9303731,,,,,,,413.6032094,,,252.9303731,261.5224,-8.5920269,-9.4303015
Jun-13,415642,258,415.642,253.8495381,,,,,,,414.6226047,,,253.8495381,261.8256,-7.9760619,-8.5920269
Jul-13,418458,259,418.458,255.5693843,,,,,,,416.5403023,,,255.5693843,262.1288,-6.5594157,-7.9760619
Aug-13,417547,260,417.547,255.0129994,,,,,,,417.0436512,,,255.0129994,262.432,-7.4190006,-6.5594157
Sep-13,417421,261,417.421,254.936046,,,,,,,417.2323256,,,254.936046,262.7352,-7.799154,-7.4190006
Oct-13,419276,262,419.276,256.0689702,,,,,,,418.2541628,,,256.0689702,263.0384,-6.9694298,-7.799154
Nov-13,420556,263,420.556,256.8507185,,,,,,,419.4050814,,,256.8507185,263.3416,-6.4908815,-6.9694298
Dec-13,422886,264,422.886,258.2737446,,,,,,,421.1455407,,,258.2737446,263.6448,-5.3710554,-6.4908815
Jan-14,418524,265,418.524,251.9066652,,,,,,,419.8347703,,,251.9066652,263.948,-12.0413348,-5.3710554
Feb-14,424674,266,424.674,255.6083071,,,,,,,422.2543852,,,255.6083071,264.2512,-8.6428929,-12.0413348
Mar-14,429134,267,429.134,258.2927499,,,,,,,425.6941926,,,258.2927499,264.5544,-6.2616501,-8.6428929
Apr-14,433648,268,433.648,261.0096949,,,,,,,429.6710963,,,261.0096949,264.8576,-3.8479051,-6.2616501
May-14,434351,269,434.351,261.4328257,,,,,,,432.0110481,,,261.4328257,265.1608,-3.7279743,-3.8479051
Jun-14,435430,270,435.43,262.0822682,,,,,,,433.7205241,,,262.0822682,265.464,-3.3817318,-3.7279743
Jul-14,436137,271,436.137,262.5078065,,,,,,,434.928762,,,262.5078065,265.7672,-3.2593935,-3.3817318
Aug-14,439650,272,439.65,264.6222566,,,,,,,437.289381,,,264.6222566,266.0704,-1.4481434,-3.2593935
Sep-14,438707,273,438.707,264.0546716,,,,,,,437.9981905,,,264.0546716,266.3736,-2.3189284,-1.4481434
Oct-14,439889,274,439.889,264.7661091,,,,,,,438.9435953,,,264.7661091,266.6768,-1.9106909,-2.3189284
Nov-14,441277,275,441.277,265.6015366,,,,,,,440.1102976,,,265.6015366,266.98,-1.3784634,-1.9106909
Dec-14,438800,276,438.8,264.1106476,,,,,,,439.4551488,,,264.1106476,267.2832,-3.1725524,-1.3784634
Jan-15,436110,277,436.11,258.3069823,,,,,,,437.7825744,,,258.3069823,267.5864,-9.2794177,-3.1725524
Feb-15,435340,278,435.34,257.850913,,,,,,,436.5612872,,,257.850913,267.8896,-10.038687,-9.2794177
Mar-15,441880,279,441.88,261.7245405,,,,,,,439.2206436,,,261.7245405,268.1928,-6.4682595,-10.038687
Apr-15,442600,280,442.6,262.1509949,,,,,,,440.9103218,,,262.1509949,268.496,-6.3450051,-6.4682595
May-15,446206,281,446.206,264.2868207,,,,,,,443.5581609,,,264.2868207,268.7992,-4.5123793,-6.3450051
Jun-15,446898,282,446.898,264.6966907,,,,,,,445.2280805,,,264.6966907,269.1024,-4.4057093,-4.5123793
Jul-15,449767,283,449.767,266.395993,,,,,,,447.4975402,,,266.395993,269.4056,-3.009607,-4.4057093
Aug-15,449975,284,449.975,266.519191,,,,,,,448.7362701,,,266.519191,269.7088,-3.189609,-3.009607
Sep-15,448739,285,448.739,265.7871109,,,,,,,448.7376351,,,265.7871109,270.012,-4.2248891,-3.189609
Oct-15,447496,286,447.496,265.0508848,,,,,,,448.1168175,,,265.0508848,270.3152,-5.2643152,-4.2248891
Nov-15,449242,287,449.242,266.0850367,,,,,,,448.6794088,,,266.0850367,270.6184,-4.5333633,-5.2643152
Dec-15,450978,288,450.978,267.1132656,,,,,,,449.8287044,,,267.1132656,270.9216,-3.8083344,-4.5333633
Jan-16,448325,289,448.325,265.2236313,,,,,,,449.0768522,,,265.2236313,271.2248,-6.0011687,-3.8083344
Feb-16,452555,290,452.555,267.726048,,,,,,,450.8159261,,,267.726048,271.528,-3.801952,-6.0011687
Mar-16,451132,291,451.132,266.8842184,,,,,,,450.973963,,,266.8842184,271.8312,-4.9469816,-3.801952
Apr-16,453034,292,453.034,268.0094186,,,,,,,452.0039815,,,268.0094186,272.1344,-4.1249814,-4.9469816
May-16,454683,293,454.683,268.9849469,,,,,,,453.3434908,,,268.9849469,272.4376,-3.4526531,-4.1249814
Jun-16,459088,294,459.088,271.5908915,,,,,,,456.2157454,,,271.5908915,272.7408,-1.1499085,-3.4526531
Jul-16,458579,295,458.579,271.2897733,,,,,,,457.3973727,,,271.2897733,273.044,-1.7542267,-1.1499085
Aug-16,459022,296,459.022,271.5518467,,,,,,,458.2096863,,,271.5518467,273.3472,-1.7953533,-1.7542267
Sep-16,461893,297,461.893,273.2502955,,,,,,,460.0513432,,,273.2502955,273.6504,-0.4001045,-1.7953533
Oct-16,463240,298,463.24,274.0471643,,,,,,,461.6456716,,,274.0471643,273.9536,0.0935643,-0.4001045
Nov-16,462994,299,462.994,273.9016337,,,,,,,462.3198358,,,273.9016337,274.2568,-0.3551663,0.0935643
Dec-16,468076,300,468.076,276.9080833,,,,,,,465.1979179,,,276.9080833,274.56,2.3480833,-0.3551663
Jan-17,473832,301,473.832,276.8252647,,,,,,,469.5149589,,,276.8252647,274.8632,1.9620647,2.3480833
Feb-17,473582,302,473.582,276.6792081,,,,,,,471.5484795,,,276.6792081,275.1664,1.5128081,1.9620647
Mar-17,472693,303,472.693,276.1598306,,,,,,,472.1207397,,,276.1598306,275.4696,0.6902306,1.5128081
Apr-17,475335,304,475.335,277.7033573,,,,,,,473.7278699,,,277.7033573,275.7728,1.9305573,0.6902306
May-17,473242,305,473.242,276.480571,,,,,,,473.4849349,,,276.480571,276.076,0.404571,1.9305573
Jun-17,474798,306,474.798,277.3896276,,,,,,,474.1414675,,,277.3896276,276.3792,1.0104276,0.404571
Jul-17,475045,307,475.045,277.5339316,,,,,,,474.5932337,,,277.5339316,276.6824,0.8515316,1.0104276
Aug-17,475653,308,475.653,277.8891414,,,,,,,475.1231169,,,277.8891414,276.9856,0.9035414,0.8515316
Sep-17,486056,309,486.056,283.9668508,,,,,,,480.5895584,,,283.9668508,277.2888,6.6780508,0.9035414
Oct-17,486635,310,486.635,284.305118,,,,,,,483.6122792,,,284.305118,277.592,6.713118,6.6780508
Nov-17,490648,311,490.648,286.6496194,,,,,,,487.1301396,,,286.6496194,277.8952,8.7544194,6.713118
Dec-17,492996,312,492.996,288.0213835,,,,,,,490.0630698,,,288.0213835,278.1984,9.8229835,8.7544194
Jan-18,492600,313,492.6,281.7879465,,,,,,,491.3315349,,,281.7879465,278.5016,3.2863465,9.8229835
Feb-18,494815,314,494.815,283.0550198,,,,,,,493.0732675,,,283.0550198,278.8048,4.2502198,3.2863465
Mar-18,494747,315,494.747,283.016121,,,,,,,493.9101337,,,283.016121,279.108,3.908121,4.2502198
Apr-18,495967,316,495.967,283.7140123,,,,,,,494.9385669,,,283.7140123,279.4112,4.3028123,3.908121
May-18,502351,317,502.351,287.3659292,,,,,,,498.6447834,,,287.3659292,279.7144,7.6515292,4.3028123
Jun-18,501133,318,501.133,286.6691819,,,,,,,499.8888917,,,286.6691819,280.0176,6.6515819,7.6515292
Jul-18,503834,319,503.834,288.2142677,,,,,,,501.8614459,,,288.2142677,280.3208,7.8934677,6.6515819
Aug-18,502875,320,502.875,287.6656793,,,,,,,502.3682229,,,287.6656793,280.624,7.0416793,7.8934677
Sep-18,502407,321,502.407,287.3979636,,,,,,,502.3876115,,,287.3979636,280.9272,6.4707636,7.0416793
Oct-18,508036,322,508.036,290.6179886,,,,,,,505.2118057,,,290.6179886,281.2304,9.3875886,6.4707636
Nov-18,508471,323,508.471,290.866827,,,,,,,506.8414029,,,290.866827,281.5336,9.333227,9.3875886
Dec-18,497541,324,497.541,284.6144066,,,,,,,502.1912014,,,284.6144066,281.8368,2.7776066,9.333227
Jan-19,505036,325,505.036,282.0205606,,,,,,,503.6136007,,,282.0205606,282.14,-0.1194394,2.7776066
Feb-19,504686,326,504.686,281.8251147,,,,,,,504.1498004,,,281.8251147,282.4432,-0.6180853,-0.1194394
Mar-19,512785,327,512.785,286.347732,,,,,,,508.4674002,,,286.347732,282.7464,3.601332,-0.6180853
Apr-19,515119,328,515.119,287.6510767,,,,,,,511.7932001,,,287.6510767,283.0496,4.6014767,3.601332
May-19,517236,329,517.236,288.8332449,,,,,,,514.5146,,,288.8332449,283.3528,5.4804449,4.6014767
Jun-19,519205,330,519.205,289.9327675,,,,,,,516.8598,,,289.9327675,283.656,6.2767675,5.4804449
Jul-19,522198,331,522.198,291.6041088,,,,,,,519.5289,,,291.6041088,283.9592,7.6449088,6.2767675
Aug-19,524547,332,524.547,292.9158298,,,,,,,522.03795,,,292.9158298,284.2624,8.6534298,7.6449088
Sep-19,522261,333,522.261,291.6392891,,,,,,,522.149475,,,291.6392891,284.5656,7.0736891,8.6534298
Oct-19,524853,334,524.853,293.0867053,,,,,,,523.5012375,,,293.0867053,284.8688,8.2179053,7.0736891
Nov-19,525014,335,525.014,293.1766104,,,,,,,524.2576188,,,293.1766104,285.172,8.0046104,8.2179053
Dec-19,525467,336,525.467,293.4295732,,,,,,,524.8623094,,,293.4295732,285.4752,7.9543732,8.0046104
Jan-20,529616,337,529.616,290.4886006,,,,,,,527.2391547,,,290.4886006,285.7784,4.7102006,7.9543732
Feb-20,527485,338,527.485,289.3197703,,,,,,,527.3620773,,,289.3197703,286.0816,3.2381703,4.7102006
